"Дата","Подразделение/дивизион","Показатель","Основной прогноз в миллионах тенге (Среднее_значение_прогноза)","нижняя_граница_доверительного_интервала_прогноза","верхняя_граница_доверительного_интервала_прогноза"
"2025-06-01","Дивизион_по_розничному_бизнесу","расход","5552.00876165856","4235.805045851850","6868.212477465270"
"2025-06-01","Дивизион_информационных_технологий","расход","2276.9049746092","974.48524576608","3579.324703452230"
"2025-06-01","Дирекция_управления_проектами_(ДУП)","расход","99.793360733052","-1195.5904505728","1395.1771720389399"
"2025-06-01","Дирекция_телеком-комплектации","расход","31.733400648596","-1263.399212736350","1326.8660140335501"
"2025-06-01","Корпоративный_университет","расход","-144.91692476155","-1440.5209959942","1150.687146471100"
"2025-06-01","Обьединение_""Дивизион_Сеть""","расход","6942.757374308490","5532.583768184930","8352.930980432049"
"2025-06-01","Сервисная_Фабрика","расход","2064.95726260756","753.72286973892","3376.191655476200"
"2025-06-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","4978.071713848780","-8463.857894605870","18420.001322303400"
"2025-07-01","Дивизион_по_корпоративному_бизнесу","расход","5174.931115624910","3842.416369049390","6507.44586220043"
"2025-07-01","Дивизион_по_розничному_бизнесу","расход","6371.60668830162","5047.967569687280","7695.245806915960"
"2025-07-01","Дивизион_информационных_технологий","расход","2776.8028430772","1474.3429789388","4079.2627072156502"
"2025-07-01","Дирекция_управления_проектами_(ДУП)","расход","95.626489098951","-1199.8730809547","1391.1260591525900"
"2025-07-01","Дирекция_телеком-комплектации","расход","59.406175318879","-1235.7230507244","1354.5354013621700"
"2025-07-01","Корпоративный_университет","расход","-149.18597170387","-1445.201905888990","1146.829962481240"
"2025-07-01","Обьединение_""Дивизион_Сеть""","расход","6786.243214764140","5319.853944505540","8252.632485022739"
"2025-07-01","Сервисная_Фабрика","расход","2116.962253549490","804.54541749433","3429.379089604650"
"2025-07-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","4898.124899242080","-11247.823175612000","21044.07297409620"
"2025-08-01","Дивизион_по_корпоративному_бизнесу","расход","3051.959923762570","1729.945361270750","4373.97448625438"
"2025-08-01","Дивизион_по_розничному_бизнесу","расход","5765.4603356999","4448.3660861157","7082.554585284190"
"2025-08-01","Дивизион_информационных_технологий","расход","3021.77131954528","1721.076219869580","4322.466419220990"
"2025-08-01","Дирекция_управления_проектами_(ДУП)","расход","111.11884790158","-1184.4147460117","1406.6524418148399"
"2025-08-01","Дирекция_телеком-комплектации","расход","77.802099070745","-1217.3269920438","1372.9311901853300"
"2025-08-01","Корпоративный_университет","расход","-111.49250302322","-1407.242844570670","1184.2578385242400"
"2025-08-01","Обьединение_""Дивизион_Сеть""","расход","6228.172663463230","4722.139196160030","7734.206130766420"
"2025-08-01","Сервисная_Фабрика","расход","2140.291208575720","826.66856433298","3453.913852818470"
"2025-08-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","4461.524844448190","-14002.028213531899","22925.077902428300"
"2025-09-01","Дивизион_по_корпоративному_бизнесу","расход","2901.7048083561","1563.3375744259","4240.072042286410"
"2025-09-01","Дивизион_по_розничному_бизнесу","расход","5607.12561599184","4292.142025357820","6922.109206625860"
"2025-09-01","Дивизион_информационных_технологий","расход","2554.451859867290","1255.1740248922","3853.7296948423700"
"2025-09-01","Дирекция_управления_проектами_(ДУП)","расход","93.351300029666","-1202.3015026033","1389.0041026626000"
"2025-09-01","Дирекция_телеком-комплектации","расход","55.969433632696","-1239.1525113005","1351.091378565860"
"2025-09-01","Корпоративный_университет","расход","-146.15821034319","-1442.0430053235","1149.7265846370899"
"2025-09-01","Обьединение_""Дивизион_Сеть""","расход","6133.955999805600","4546.9618536111","7720.950146000130"
"2025-09-01","Сервисная_Фабрика","расход","2248.551901708400","931.1410708977","3565.962732519100"
"2025-09-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","2183.388426614910","-18720.75795982820","23087.53481305800"
"2025-10-01","Дивизион_по_корпоративному_бизнесу","расход","2169.739112603","808.69559252856","3530.78263267735"
"2025-10-01","Дивизион_по_розничному_бизнесу","расход","6351.132214829450","5026.276069923790","7675.988359735100"
"2025-10-01","Дивизион_информационных_технологий","расход","2791.789478075220","1491.3759843958","4092.202971754610"
"2025-10-01","Дирекция_управления_проектами_(ДУП)","расход","255.27482645187","-1040.623147541680","1551.1728004454301"
"2025-10-01","Дирекция_телеком-комплектации","расход","70.190266047993","-1224.944819475560","1365.3253515715501"
"2025-10-01","Корпоративный_университет","расход","-132.06005760707","-1428.0606097898","1163.9404945756601"
"2025-10-01","Обьединение_""Дивизион_Сеть""","расход","5965.170632045020","4280.708262983360","7649.633001106670"
"2025-10-01","Сервисная_Фабрика","расход","2448.064905396640","1124.0808377665","3772.048973026760"
"2025-10-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","3646.280158860810","-19863.04618050180","27155.60649822340"
"2025-11-01","Дивизион_по_корпоративному_бизнесу","расход","3184.2449578011","1766.7232452621","4601.766670340140"
"2025-11-01","Дивизион_по_розничному_бизнесу","расход","5842.728922924590","4524.453709565770","7161.004136283420"
"2025-11-01","Дивизион_информационных_технологий","расход","2673.1969060419","1372.7608562854","3973.632955798310"
"2025-11-01","Дирекция_управления_проектами_(ДУП)","расход","61.214551589318","-1234.642988805070","1357.0720919836999"
"2025-11-01","Дирекция_телеком-комплектации","расход","62.771437129305","-1232.3744533547","1357.9173276133099"
"2025-11-01","Корпоративный_университет","расход","-119.49966408001","-1415.6677733847","1176.6684452246400"
"2025-11-01","Обьединение_""Дивизион_Сеть""","расход","5566.875813296120","3788.2418429382","7345.5097836540399"
"2025-11-01","Сервисная_Фабрика","расход","2454.392578921800","1122.119566866690","3786.6655909769102"
"2025-11-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","1197.9212706586","-24858.251490283699","27254.094031600798"
"2025-12-01","Дивизион_по_корпоративному_бизнесу","расход","3217.386959064770","1765.5399638678","4669.233954261700"
"2025-12-01","Дивизион_по_розничному_бизнесу","расход","5969.723694492990","4649.351478591830","7290.095910394140"
"2025-12-01","Дивизион_информационных_технологий","расход","4054.890876728670","2739.4704984531","5370.311255004250"
"2025-12-01","Дирекция_управления_проектами_(ДУП)","расход","-49.591289482185","-1345.5968153721","1246.414236407720"
"2025-12-01","Дирекция_телеком-комплектации","расход","63.916911141499","-1231.2626343234","1359.0964566063999"
"2025-12-01","Корпоративный_университет","расход","-134.08924887292","-1430.4662494583","1162.2877517124400"
"2025-12-01","Обьединение_""Дивизион_Сеть""","расход","5443.164475939450","3519.504895923580","7366.824055955310"
"2025-12-01","Сервисная_Фабрика","расход","2808.085414718040","1461.5839788804","4154.58685055563"
"2025-12-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","599.9700407505","-28061.79955646290","29261.739637963899"
"2026-01-01","Дивизион_по_корпоративному_бизнесу","расход","5431.027399887550","3822.014246378590","7040.040553396500"
"2026-01-01","Дивизион_по_розничному_бизнесу","расход","7254.997118171990","5919.132992350560","8590.861243993420"
"2026-01-01","Дивизион_информационных_технологий","расход","3521.4489019534","2212.6077747352","4830.290029171620"
"2026-01-01","Дирекция_управления_проектами_(ДУП)","расход","114.43334162995","-1181.694564868","1410.5612481278699"
"2026-01-01","Дирекция_телеком-комплектации","расход","160.22163588991","-1135.03223761696","1455.475509396770"
"2026-01-01","Корпоративный_университет","расход","237.31229700543","-1059.2398401872","1533.864434198050"
"2026-01-01","Обьединение_""Дивизион_Сеть""","расход","7206.332810625900","5128.807579041170","9283.858042210621"
"2026-01-01","Сервисная_Фабрика","расход","4109.767948230630","2735.150965358650","5484.384931102620"
"2026-01-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","6656.32489737702","-24220.957336725900","37533.60713147990"
"2026-02-01","Дивизион_по_корпоративному_бизнесу","расход","2159.8010384406","555.93575574662","3763.666321134690"
"2026-02-01","Дивизион_по_розничному_бизнесу","расход","5648.581230183960","4328.399239822100","6968.763220545830"
"2026-02-01","Дивизион_информационных_технологий","расход","2769.545016606240","1459.5326561173","4079.557377095210"
"2026-02-01","Дирекция_управления_проектами_(ДУП)","расход","100.54649531165","-1195.713930509","1396.8069211323000"
"2026-02-01","Дирекция_телеком-комплектации","расход","27.878640822021","-1267.3641127094","1323.1213943534401"
"2026-02-01","Корпоративный_университет","расход","-151.14341541556","-1448.0701172905","1145.78328645939"
"2026-02-01","Обьединение_""Дивизион_Сеть""","расход","4552.088588758200","2352.277275448010","6751.899902068380"
"2026-02-01","Сервисная_Фабрика","расход","2170.918536925980","801.66318194346","3540.173891908500"
"2026-02-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","расход","22481.90201393880","-8697.827177165440","53661.63120504310"
"2025-03-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","8021.598391900280","7810.506636512730","8232.690147287831"
"2025-03-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","9423.992186387610","9208.148368579879","9639.836004195349"
"2025-03-01","Дивизион_информационных_технологий","валовая_прибыль","-389.41224707869","-602.13841860604","-176.68607555134"
"2025-03-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-23.030925997482","-225.41652175975","179.35466976479"
"2025-03-01","Дирекция_телеком-комплектации","валовая_прибыль","-52.922386137228","-255.11744736162","149.27267508716"
"2025-03-01","Корпоративный_университет","валовая_прибыль","-123.66214145127","-325.86106688105","78.536783978521"
"2025-03-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-6253.62902363198","-6468.896757013010","-6038.361290250950"
"2025-03-01","Сервисная_Фабрика","валовая_прибыль","-1654.251257664490","-1857.452310675050","-1451.0502046539300"
"2025-03-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","600.72251578919","386.23511389686","815.2099176815080"
"2025-04-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","6845.915670897210","6631.022372855520","7060.808968938900"
"2025-04-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","9504.432329704110","9284.738322828540","9724.12633657969"
"2025-04-01","Дивизион_информационных_технологий","валовая_прибыль","-685.86896110481","-900.00726036457","-471.7306618450550"
"2025-04-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-39.268438524661","-241.65469029282","163.1178132434990"
"2025-04-01","Дирекция_телеком-комплектации","валовая_прибыль","-70.455344475961","-272.65030440218","131.73961545026"
"2025-04-01","Корпоративный_университет","валовая_прибыль","-133.60130646498","-335.79989885761","68.59728592766"
"2025-04-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-6736.528756393780","-6955.243341709440","-6517.814171078120"
"2025-04-01","Сервисная_Фабрика","валовая_прибыль","-2035.1603202502","-2238.61711048787","-1831.7035300126299"
"2025-04-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","-671.16991187223","-886.16820648674","-456.1716172577230"
"2025-05-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","7469.209551906450","7256.456773585290","7681.962330227610"
"2025-05-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","9147.858322004709","8926.547339071840","9369.169304937570"
"2025-05-01","Дивизион_информационных_технологий","валовая_прибыль","-277.08926371707","-490.79386279198","-63.384664642155"
"2025-05-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-51.110736286174","-253.50082629949","151.279353727145"
"2025-05-01","Дирекция_телеком-комплектации","валовая_прибыль","-59.806850448876","-262.003647973257","142.38994707551"
"2025-05-01","Корпоративный_университет","валовая_прибыль","-129.170713432146","-331.3699316737","73.028504809404"
"2025-05-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-5745.202580863010","-5969.393802175580","-5521.011359550430"
"2025-05-01","Сервисная_Фабрика","валовая_прибыль","-1726.1890897571","-1929.57913538715","-1522.7990441270799"
"2025-05-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","812.32810210905","595.48468915336","1029.171515064750"
"2025-06-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","7627.530343592050","7413.937605654930","7841.123081529160"
"2025-06-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","9439.99947030765","9196.591747338191","9683.407193277109"
"2025-06-01","Дивизион_информационных_технологий","валовая_прибыль","-229.04045846883","-445.77231807603","-12.308598861635"
"2025-06-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-48.895234386553","-251.34580025858","153.55533148548"
"2025-06-01","Дирекция_телеком-комплектации","валовая_прибыль","-61.245799202308","-263.44464339216","140.95304498754"
"2025-06-01","Корпоративный_университет","валовая_прибыль","-134.37251578798","-336.57202490508","67.826993329117"
"2025-06-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-5817.63320691848","-6047.510041935010","-5587.756371901950"
"2025-06-01","Сервисная_Фабрика","валовая_прибыль","-1688.2826630684","-1892.015730801430","-1484.5495953354100"
"2025-06-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","1053.7478796748","834.71220130989","1272.7835580397100"
"2025-07-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","6719.303223103490","6505.925147442540","6932.681298764430"
"2025-07-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","8832.941223543190","8562.270260854481","9103.61218623191"
"2025-07-01","Дивизион_информационных_технологий","валовая_прибыль","-653.005565206026","-868.13211668432","-437.8790137277310"
"2025-07-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-45.374698296484","-247.77593073615","157.02653414318"
"2025-07-01","Дирекция_телеком-комплектации","валовая_прибыль","-70.149353077862","-272.35731924518","132.05861308946"
"2025-07-01","Корпоративный_университет","валовая_прибыль","-143.55316841191","-345.75449282755","58.648156003736"
"2025-07-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-6124.444217821110","-6367.681909639780","-5881.206526002440"
"2025-07-01","Сервисная_Фабрика","валовая_прибыль","-1769.0479513977","-1974.4667804602","-1563.629122335260"
"2025-07-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","635.53412717934","388.08366919225","882.9845851664380"
"2025-08-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","6838.363332709990","6621.0037169262","7055.722948493800"
"2025-08-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","9704.330833191820","9400.916969828580","10007.744696555001"
"2025-08-01","Дивизион_информационных_технологий","валовая_прибыль","-818.314195346","-1039.2784759595","-597.3499147324850"
"2025-08-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-53.821220001931","-256.2285275479","148.5860875440350"
"2025-08-01","Дирекция_телеком-комплектации","валовая_прибыль","-85.626624420204","-287.83731066317","116.5840618227610"
"2025-08-01","Корпоративный_университет","валовая_прибыль","-165.26215672761","-367.46420455544","36.939891100216"
"2025-08-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-5396.898022010200","-5646.544876012750","-5147.251168007660"
"2025-08-01","Сервисная_Фабрика","валовая_прибыль","-1723.0088038129","-1927.86742217236","-1518.1501854533601"
"2025-08-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","1151.4089800698","925.81758014279","1377.0003799967201"
"2025-09-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","7710.392668676540","7493.718287875590","7927.067049477490"
"2025-09-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","9858.671365327469","9509.955164200750","10207.38756645420"
"2025-09-01","Дивизион_информационных_технологий","валовая_прибыль","-473.08897249292","-692.86827352646","-253.30967145938"
"2025-09-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-32.864786667048","-235.27960363335","169.550030299255"
"2025-09-01","Дирекция_телеком-комплектации","валовая_прибыль","-74.300257992096","-276.52031218352","127.9197961993270"
"2025-09-01","Корпоративный_университет","валовая_прибыль","-139.11931299209","-341.31811629957","63.079490315386"
"2025-09-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-4654.465450459740","-4923.064474725050","-4385.866426194420"
"2025-09-01","Сервисная_Фабрика","валовая_прибыль","-1751.5002524331","-1956.4707173619","-1546.5297875043200"
"2025-09-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","1222.608828264210","991.648603824282","1453.569052704150"
"2025-10-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","7481.327505205620","7263.388169935810","7699.266840475430"
"2025-10-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","9572.784615645440","9157.650113896450","9987.919117394440"
"2025-10-01","Дивизион_информационных_технологий","валовая_прибыль","-829.50217998713","-1051.4980036574","-607.5063563168580"
"2025-10-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-13.040456356456","-215.45172839506","189.37081568215"
"2025-10-01","Дирекция_телеком-комплектации","валовая_прибыль","-76.430994143993","-278.66450460277","125.80251631478"
"2025-10-01","Корпоративный_университет","валовая_прибыль","-147.21228161726","-349.41180591595","54.987242681442"
"2025-10-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-5018.984900273410","-5304.765999561590","-4733.203800985220"
"2025-10-01","Сервисная_Фабрика","валовая_прибыль","-1896.9068924888","-2102.549393573710","-1691.264391403900"
"2025-10-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","513.40492146801","274.095075443854","752.7147674921709"
"2025-11-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","7301.475621420440","7083.601351112940","7519.349891727930"
"2025-11-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","10015.290775126699","9543.868806652990","10486.712743600499"
"2025-11-01","Дивизион_информационных_технологий","валовая_прибыль","-626.30989317622","-849.75698349797","-402.86280285446"
"2025-11-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-3.1838784063814","-205.59874767369","199.23099086093"
"2025-11-01","Дирекция_телеком-комплектации","валовая_прибыль","-82.789611473483","-285.03908030645","119.45985735949"
"2025-11-01","Корпоративный_университет","валовая_прибыль","-154.79340374238","-356.99372275627","47.406915271507"
"2025-11-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-4639.210050838330","-4938.460071926930","-4339.960029749730"
"2025-11-01","Сервисная_Фабрика","валовая_прибыль","-1889.936501233090","-2096.432949836980","-1683.4400526291899"
"2025-11-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","1327.8957512467","1084.39591663","1571.3955858633101"
"2025-12-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","6815.080879259900","6594.291893891310","7035.869864628480"
"2025-12-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","11664.623109418400","11122.835105050901","12206.411113785800"
"2025-12-01","Дивизион_информационных_технологий","валовая_прибыль","219.78531745262","2.0489416006978","437.52169330454"
"2025-12-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","123.29414856511","-79.179517651736","325.76781478196"
"2025-12-01","Дирекция_телеком-комплектации","валовая_прибыль","-75.939988794041","-278.21140877236","126.33143118428"
"2025-12-01","Корпоративный_университет","валовая_прибыль","-140.94309236526","-343.14342236667","61.257237636148"
"2025-12-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-3849.874545385810","-4174.444594357650","-3525.304496413970"
"2025-12-01","Сервисная_Фабрика","валовая_прибыль","-1952.6020962367","-2160.3105424351","-1744.893650038310"
"2025-12-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","1421.4752404538","1169.9948767813","1672.9556041263500"
"2026-01-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","4861.225347089080","4623.136326261230","5099.314367916930"
"2026-01-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","11030.916257017599","10407.53050606990","11654.302007965200"
"2026-01-01","Дивизион_информационных_технологий","валовая_прибыль","-698.56991168614","-918.67827562768","-478.4615477445940"
"2026-01-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-27.540265827565","-230.00100087275","174.9204692176160"
"2026-01-01","Дирекция_телеком-комплектации","валовая_прибыль","-132.63182205455","-334.9350812469","69.671437137792"
"2026-01-01","Корпоративный_университет","валовая_прибыль","-196.90885777928","-399.11224862913","5.2945330705648"
"2026-01-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-5205.893330764300","-5548.6618770509","-4863.124784477660"
"2026-01-01","Сервисная_Фабрика","валовая_прибыль","-3009.566301540010","-3220.602223673100","-2798.5303794069100"
"2026-01-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","-2704.254315008140","-2960.989168743","-2447.519461273280"
"2026-02-01","Дивизион_по_корпоративному_бизнесу","валовая_прибыль","7749.720351286400","7527.662880760300","7971.777821812500"
"2026-02-01","Дивизион_по_розничному_бизнесу","валовая_прибыль","9967.134016857810","9260.546928065940","10673.721105649700"
"2026-02-01","Дивизион_информационных_технологий","валовая_прибыль","-603.74700674053","-830.12490858383","-377.3691048972320"
"2026-02-01","Дирекция_управления_проектами_(ДУП)","валовая_прибыль","-1.1462191262986","-203.6008603043","201.3084220517"
"2026-02-01","Дирекция_телеком-комплектации","валовая_прибыль","-61.020795715389","-263.350208794381","141.3086173636"
"2026-02-01","Корпоративный_университет","валовая_прибыль","-122.34231644027","-324.55354121656","79.86890833602"
"2026-02-01","Обьединение_""Дивизион_Сеть""","валовая_прибыль","-3333.757726439120","-3711.3196772224","-2956.1957756559000"
"2026-02-01","Сервисная_Фабрика","валовая_прибыль","-1589.2060132096","-1800.2759754761","-1378.1360509430001"
"2026-02-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","валовая_прибыль","1653.236390665360","1381.0357760515","1925.4370052792401"
"2025-03-01","Дивизион_по_корпоративному_бизнесу","приток","4775.412436400840","-316217.5113820260","325768.33625482698"
"2025-03-01","Дивизион_по_розничному_бизнесу","приток","8993.064554550210","-312183.50489376800","330169.6340028690"
"2025-03-01","Дивизион_информационных_технологий","приток","6499.410818283730","-313880.1328189690","326878.954455536"
"2025-03-01","Дирекция_управления_проектами_(ДУП)","приток","8303.401955239080","-312516.6569747630","329123.4608852410"
"2025-03-01","Дирекция_телеком-комплектации","приток","7176.316103652390","-313966.31183969497","328318.94404700003"
"2025-03-01","Корпоративный_университет","приток","9404.761484614890","-312281.6963658750","331091.2193351050"
"2025-03-01","Обьединение_""Дивизион_Сеть""","приток","6503.968047224940","-315534.3016141110","328542.23770856101"
"2025-03-01","Сервисная_Фабрика","приток","8763.28081609793","-311840.0240053530","329366.58563754900"
"2025-03-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","10353.194206899499","-310499.4644647170","331205.8528785160"
"2025-04-01","Дивизион_по_корпоративному_бизнесу","приток","-2235.810029311190","-323560.2280346290","319088.60797600599"
"2025-04-01","Дивизион_по_розничному_бизнесу","приток","-4347.078716271540","-326228.0202626890","317533.8628301450"
"2025-04-01","Дивизион_информационных_технологий","приток","-7783.789946166760","-328494.10065774200","312926.5207654090"
"2025-04-01","Дирекция_управления_проектами_(ДУП)","приток","-8454.293197062159","-329573.9234029210","312665.3370087970"
"2025-04-01","Дирекция_телеком-комплектации","приток","-3317.9759058646","-323529.3006307680","316893.34881903901"
"2025-04-01","Корпоративный_университет","приток","-5694.394375102430","-325335.1594781900","313946.3707279850"
"2025-04-01","Обьединение_""Дивизион_Сеть""","приток","-3562.7650162242","-324018.0869402730","316892.5569078240"
"2025-04-01","Сервисная_Фабрика","приток","-4916.075134084830","-325548.93786106497","315716.7875928960"
"2025-04-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","-6686.655303013070","-327673.29226998799","314299.98166396102"
"2025-05-01","Дивизион_по_корпоративному_бизнесу","приток","-7843.474170949960","-328710.80415677599","313023.85581487598"
"2025-05-01","Дивизион_по_розничному_бизнесу","приток","-4847.000073349650","-324683.3907042870","314989.39055758802"
"2025-05-01","Дивизион_информационных_технологий","приток","-4187.508158013730","-325093.0253580240","316718.0090419960"
"2025-05-01","Дирекция_управления_проектами_(ДУП)","приток","-5201.157445997420","-325836.9247324420","315434.6098404470"
"2025-05-01","Дирекция_телеком-комплектации","приток","-6518.392627167500","-328352.0449668790","315315.2597125440"
"2025-05-01","Корпоративный_университет","приток","-2519.176996667780","-323594.88335003302","318556.5293566980"
"2025-05-01","Обьединение_""Дивизион_Сеть""","приток","-4987.922785327350","-326018.3607349760","316042.5151643220"
"2025-05-01","Сервисная_Фабрика","приток","-5570.149541334800","-325741.7908542550","314601.49177158601"
"2025-05-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","-4696.985729419410","-326661.7397804000","317267.7683215610"
"2025-06-01","Дивизион_по_корпоративному_бизнесу","приток","102530.0296438800","-220004.34997867199","425064.40926643298"
"2025-06-01","Дивизион_по_розничному_бизнесу","приток","102814.70415770099","-219603.24872205601","425232.6570374590"
"2025-06-01","Дивизион_информационных_технологий","приток","107158.60177779201","-214826.75758371601","429143.9611393000"
"2025-06-01","Дирекция_управления_проектами_(ДУП)","приток","105847.25147656100","-216463.12992529699","428157.6328784190"
"2025-06-01","Дирекция_телеком-комплектации","приток","106993.00262345900","-215119.43781426","429105.4430611760"
"2025-06-01","Корпоративный_университет","приток","108757.6178386020","-213323.1018532660","430838.3375304710"
"2025-06-01","Обьединение_""Дивизион_Сеть""","приток","105633.39186247400","-216656.1502982590","427922.9340232080"
"2025-06-01","Сервисная_Фабрика","приток","107874.57350533501","-213679.59923513900","429428.7462458080"
"2025-06-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","103151.13544582399","-219348.3956568810","425650.66654852999"
"2025-07-01","Дивизион_по_корпоративному_бизнесу","приток","-15152.674410125101","-336179.5703100230","305874.22148977302"
"2025-07-01","Дивизион_по_розничному_бизнесу","приток","-13179.308703480599","-333688.9773897760","307330.3599828150"
"2025-07-01","Дивизион_информационных_технологий","приток","-14509.158350627300","-335443.52942630800","306425.21272505302"
"2025-07-01","Дирекция_управления_проектами_(ДУП)","приток","-17210.780072489099","-338785.5756521150","304364.0155071370"
"2025-07-01","Дирекция_телеком-комплектации","приток","-14473.51811694510","-335641.88553523202","306694.8493013420"
"2025-07-01","Корпоративный_университет","приток","-17439.85606839060","-338318.9010760100","303439.1889392290"
"2025-07-01","Обьединение_""Дивизион_Сеть""","приток","-15342.14921524400","-336438.27467248897","305753.9762420010"
"2025-07-01","Сервисная_Фабрика","приток","-14624.297605771500","-336002.76204202999","306754.1668304870"
"2025-07-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","-15509.739191285200","-335535.4921518370","304516.0137692670"
"2025-08-01","Дивизион_по_корпоративному_бизнесу","приток","-11706.468275207901","-333107.77915834","309694.8426079230"
"2025-08-01","Дивизион_по_розничному_бизнесу","приток","-8983.652456375299","-329671.8965547890","311704.5916420380"
"2025-08-01","Дивизион_информационных_технологий","приток","-10506.0090405484","-331688.10510410898","310676.08702301199"
"2025-08-01","Дирекция_управления_проектами_(ДУП)","приток","-14112.451078433600","-335971.01051130600","307746.108354439"
"2025-08-01","Дирекция_телеком-комплектации","приток","-8583.682871932109","-329495.50129291898","312328.13554905500"
"2025-08-01","Корпоративный_университет","приток","-9267.095112727029","-330099.25680086197","311565.066575408"
"2025-08-01","Обьединение_""Дивизион_Сеть""","приток","-9430.63773351314","-330290.9967084540","311429.72124142700"
"2025-08-01","Сервисная_Фабрика","приток","-8943.73321480205","-330581.7630112360","312694.2965816320"
"2025-08-01","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","приток","-9552.411666443561","-330087.4309910850","310982.6076581980"
"2025-09-01","Дивизион_по_корпоративному_бизнесу","приток","43166.71770151870","-278047.36746710102","364380.8028701390"
"2025-09-01","Дивизион_по_розничному_бизнесу","приток","40409.43330697640","-280470.58635964198","361289.45297359501"
