"Год","Месяц","Отделение(дивизион)","субдивизион_1","субдивизион_2","субдивизион_3","Операционные_расходы_млн_тенге"
"2023","7","Корпоративный_университет","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","5.55714096"
"2023","7","Корпоративный_университет","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","1.61982793"
"2023","7","Корпоративный_университет","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.4. Расходы на социальное обеспечение","0.26003094"
"2023","7","Корпоративный_университет","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.6.Обязательное социальное медицин.отчисление","1.68728316"
"2023","7","Корпоративный_университет","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.5. Командировочные расходы","5.61023342"
"2023","7","Корпоративный_университет","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.6. Подготовка и повышение квалификации кадров","2.62052727"
"2023","7","Корпоративный_университет","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.20. Амортизационные отчисления","1.238336"
"2023","7","Корпоративный_университет","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.21.Страхов.имущ.предй,трансп.,раб.произ. деят","0.46619017"
"2023","7","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.2. Расходы по труду","8.33638296"
"2023","7","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.4. Охрана объектов административного назначения (включая ОПС)","0.13195039"
"2023","7","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.11. Аренда основных средств общеадм.назначения общеадминистрат.назначения","0.668"
"2023","7","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.13. Расходы по банковским услугам","0.00546"
"2023","7","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.20. Страхования имущества предприятия, транспорта работников общеадминистр.значения","0.09641567"
"2023","7","Корпоративный_университет","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","0.98018286"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.1. Кабельная продукция","100.81280359"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.2. Топливо","37.73661303"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.3. Запасные части, комплектующие изделия  и прочие материальные затраты","131.00645274"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.4. Электроэнергия","303.03354234"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.5. Наемный транспорт","3.60782723"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.1.Оплата труда основного производств.персонала","3870.221565580000"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","234.37797401"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","105.03823288"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.4. Расходы на социальное обеспечение","50.1396151"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.6.Обязательное социальное медицин.отчисление","106.23828977"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.1. Затраты на кап. ремонт основн.средств,всего","66.40016729"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.2. Расходы по труду  вспомогательного производственного персонала","12.21752589"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.3. Охрана объектов производствен.назначения","143.33372765"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.4. Затраты на обеспечение условий труда и техники безопасности производства","37.54433922"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.5. Командировочные расходы","58.36453084"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.6. Подготовка и повышение квалификации кадров","4.76479016"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.7. Расходы на метрологическое обеспечение","4.94063279"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.8. Обслуживание и ремонт технических средств производственного назначения","37.17215084"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.9. Обслуживание и ремонт автотранспорт.средств производственного назначения сторонними организ.","12.38611775"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.10.Аренда оснвных срв производственного назн.","0.00532"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.12. Обслуживание сервисных контрактов","292.06295876"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.19.Эксплуатационные сборы за РЭС","0.640105"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.20. Амортизационные отчисления","2130.92800871"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.21.Страхов.имущ.предй,трансп.,раб.произ. деят","42.94701105"
"2023","7","Обьединение_""Дивизион_Сеть""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.22. Прочие накладные расходы","67.5606662"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.2. Расходы по труду","163.22923417"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.6. Командировочные расходы","3.15079842"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.7. Подготовка и повышение квалификации кадров","4.90454923"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.11. Аренда основных средств общеадм.назначения общеадминистрат.назначения","3.503"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.13. Расходы по банковским услугам","0.05256154"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.14. Услуги связи","0.30500169"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.17. Расх. по начислению налогов и сборов,всего","0.069511"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.18. Амортизационные отчисления, всего","0.189317"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.20. Страхования имущества предприятия, транспорта работников общеадминистр.значения","1.6333014"
"2023","7","Обьединение_""Дивизион_Сеть""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","58.20922864"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.2. Топливо","98.25204163"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.1.Оплата труда основного производств.персонала","423.71457446"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","25.50706742"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","12.24483671"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.4. Расходы на социальное обеспечение","5.14742213"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.6.Обязательное социальное медицин.отчисление","11.90521414"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.2. Расходы по труду  вспомогательного производственного персонала","27.80378842"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.3. Охрана объектов производствен.назначения","20.03508764"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.4. Затраты на обеспечение условий труда и техники безопасности производства","54.4653884"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.5. Командировочные расходы","22.37444701"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.8. Обслуживание и ремонт технических средств производственного назначения","3.7453625"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.9. Обслуживание и ремонт автотранспорт.средств производственного назначения сторонними организ.","109.48160294"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.10.Аренда оснвных срв производственного назн.","163.76593963"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.11. Коммунальные услуги","57.51467985"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.20. Амортизационные отчисления","223.60052864"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.21.Страхов.имущ.предй,трансп.,раб.произ. деят","12.32147351"
"2023","7","Сервисная_Фабрика","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.22. Прочие накладные расходы","25.05132984"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.1. Материалы, всего","9.6024812"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.2. Расходы по труду","221.61221393"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.3.Ремонт зданий общ.назнач.вкл.оплату подрядч)","4.48132"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.6. Командировочные расходы","15.66380134"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.8. Обслуж.и ремонт технич.средств адм.назначен","0.84006935"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.12. Коммунальные услуги","14.51428145"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.13. Расходы по банковским услугам","0.32076791"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.14. Услуги связи","4.99501634"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.15. Канцелярские, хозяйственные расходы","3.03988272"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.16. Представительские расходы","2.73089999"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.17. Расх. по начислению налогов и сборов,всего","3.518781"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.18. Амортизационные отчисления, всего","6.58946873"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.20. Страхования имущества предприятия, транспорта работников общеадминистр.значения","1.26618853"
"2023","7","Сервисная_Фабрика","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","46.48684641"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.1.Оплата труда основного производств.персонала","297.037"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","16.04"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","9.357"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.6.Обязательное социальное медицин.отчисление","8.911"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.2. Расходы по труду  вспомогательного производственного персонала","6.365"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.12. Обслуживание сервисных контрактов","1"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.15. Расх. связанные с совместным оказан. услуг","13.7732535"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.19.Эксплуатационные сборы за РЭС","26.45"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.4. Накладные затраты, всего","2.4.22. Прочие накладные расходы","16.89256"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.2. Расходы по труду","483.96246558"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.4. Охрана объектов административного назначения (включая ОПС)","4.5726045"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.5. Охрана труда  работников","0.784"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.6. Командировочные расходы","15.08966692"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.7. Подготовка и повышение квалификации кадров","-1.95504827"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.11. Аренда основных средств общеадм.назначения общеадминистрат.назначения","0.66"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.13. Расходы по банковским услугам","1.27960251"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.16. Представительские расходы","2.79366939"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.18. Амортизационные отчисления, всего","0.562228"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.20. Страхования имущества предприятия, транспорта работников общеадминистр.значения","6.27190182"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.1. Административные расходы, всего","4.1.21. Другие административные расходы","55.62522071"
"2023","7","Центральный_аппарат_Акционерного_Общества_""Казахтелеком""","IV. РАСХОДЫ ПЕРИОДА (сумма строк 4.1 + 4.2 + производство готовой продукции )","4.2. Расходы по реализации, всего","4.2.1. в т.ч. маркетинг","17.028"
"2023","8","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.1. Кабельная продукция","7.4818602"
"2023","8","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.3. Запасные части, комплектующие изделия  и прочие материальные затраты","2.47789338"
"2023","8","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.1. Материалы, всего","2.1.5. Наемный транспорт","6.12705995"
"2023","8","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.1.Оплата труда основного производств.персонала","399.64021338"
"2023","8","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.2. Социальный налог","24.74069048"
"2023","8","Дивизион_по_корпоративному_бизнесу","II. СЕБЕСТОИМОСТЬ РЕАЛИЗОВАННЫХ УСЛУГ: (сумма строк 1.1.+ 1.2.+ 1.3 )","2.2.Расходы по труду основного производ. персонала","2.2.3. Социальное страхование","11.60221882"
